TS,BDEP,TPO,HL,BHT,WOB,Annotation
1607130740316.0,0.0,17.699526498040374,522.9859864486006,22.579,12.9,off_slips
1607130740824.0,0.0,12.151913715072494,523.1219864450766,22.667,12.77,off_slips
1607130741328.0,-0.17000000000007276,18.492042609892927,523.3159864400498,22.759,12.57,off_slips
1607130741878.0,0.0,17.171182423472004,523.409986437614,22.848,12.48,off_slips
1607130742386.0,-0.18099999999958527,19.020386684461297,523.9199864243991,22.94,11.97,off_slips
1607130742894.0,0.0,19.020386684461297,524.1139864193723,22.94,11.78,off_slips
1607130743301.0,-0.1720000000004802,12.944429826925049,524.427986411236,23.111,11.46,off_slips
1607130743809.0,0.0,17.699526498040374,524.2139864167812,23.111,11.68,off_slips
1607130744324.0,-0.17999999999938154,17.699526498040374,524.563986407712,23.28,11.33,off_slips
1607130744832.0,0.0,17.171182423472004,524.4159864115471,23.361,11.47,off_slips
1607130745340.0,-0.16200000000026193,18.492042609892927,524.7019864041363,23.441,11.19,off_slips
1607130745848.0,0.0,19.020386684461297,524.4819864098367,23.53,11.41,off_slips
1607130746356.0,-0.1680000000005748,12.151913715072494,524.3939864121171,23.611,11.5,off_slips
1607130746864.0,0.0,19.548730759029663,524.1599864181803,23.709,11.73,off_slips
1607130747371.0,-0.17899999999917782,17.171182423472004,524.0519864209788,23.797,11.84,off_slips
1607130747879.0,0.0,19.548730759029663,523.9799864228445,23.874,11.91,off_slips
1607130748387.0,-0.16600000000016735,19.020386684461297,523.8599864259538,23.963,12.03,off_slips
1607130748895.0,-0.1720000000004802,14.529462050630157,524.0679864205642,24.047,11.82,off_slips
1607130749302.0,0.0,17.699526498040374,524.2659864154336,24.136,11.62,off_slips
1607130749811.0,0.0,17.171182423472004,524.7039864040844,24.225,11.19,off_slips
1607130750320.0,-0.1790000000000873,17.171182423472004,524.9279863982803,24.314,10.96,off_slips
1607130750828.0,-0.17799999999988358,18.492042609892927,525.6579863793648,24.484,10.23,off_slips
1607130751338.0,0.0,19.548730759029663,525.8219863751153,24.484,10.07,off_slips
1607130751848.0,-0.1679999999996653,18.492042609892927,525.9759863711249,24.572,9.91,off_slips
1607130752355.0,0.0,24.0396553928608,526.0019863704512,24.659,9.89,off_slips
1607130752862.0,0.0,22.71879520643988,525.7079863780692,24.743,10.18,off_slips
1607130753368.0,-0.1720000000004802,25.62468761656591,525.4179863855836,24.831,10.47,off_slips
1607130753875.0,-0.17199999999957072,21.133762982734773,524.4079864117543,24.994,11.48,off_slips
1607130754382.0,0.0,22.71879520643988,523.9499864236218,24.994,11.94,off_slips
1607130754889.0,-0.1710000000002765,23.51131131829243,523.0419864471496,25.165,12.85,off_slips
1607130755396.0,0.0,23.51131131829243,522.741986454923,25.165,13.15,off_slips
1607130755803.0,0.0,25.09634354199754,522.3619864647693,25.257,13.53,off_slips
1607130756310.0,-0.25,23.51131131829243,522.3499864650804,25.337,13.54,off_slips
1607130756888.0,0.0,26.15303169113428,522.537986460209,25.417,13.35,off_slips
1607130757396.0,-0.17599999999947613,22.190451131871512,523.1059864454911,25.513,12.78,off_slips
1607130757803.0,-0.16200000000026193,22.190451131871512,523.8699864256947,25.675,12.02,off_slips
1607130758311.0,0.0,16.642838348903634,524.2579864156411,25.675,11.63,off_slips
1607130758820.0,0.0,21.133762982734773,525.139986392787,25.848,10.75,off_slips
1607130759328.0,-0.17399999999997817,24.0396553928608,525.5899863811269,25.927,10.3,off_slips
1607130759835.0,0.0,22.71879520643988,525.7339863773956,26.009,10.15,off_slips
1607130760343.0,-0.1610000000000582,23.51131131829243,525.839986374649,26.099,10.05,off_slips
1607130760851.0,0.0,16.114494274335264,525.8559863742342,26.099,10.03,off_slips
1607130761361.0,-0.17000000000007276,21.662107057303142,525.411986385739,26.268,10.48,off_slips
1607130761869.0,0.0,25.62468761656591,525.3179863881747,26.351,10.57,off_slips
1607130762379.0,-0.17199999999957072,19.020386684461297,524.6159864063646,26.44,11.27,off_slips
1607130762887.0,0.0,19.548730759029663,524.6179864063129,26.521,11.27,off_slips
1607130763396.0,-0.17000000000007276,20.605418908166403,524.2499864158483,26.602,11.64,off_slips
1607130763803.0,-0.17000000000007276,23.51131131829243,524.0359864213933,26.691,11.85,off_slips
1607130764312.0,0.0,24.56799946742917,523.8939864250729,26.854,11.99,off_slips
1607130764819.0,0.0,22.190451131871512,523.8479864262647,26.854,12.04,off_slips
1607130765328.0,-0.16300000000046566,25.62468761656591,523.7099864298406,26.941,12.18,off_slips
1607130765841.0,0.0,22.71879520643988,523.5759864333127,27.032,12.31,off_slips
1607130766348.0,-0.17799999999988358,26.15303169113428,523.5659864335719,27.122,12.32,off_slips
1607130766856.0,0.0,24.0396553928608,523.409986437614,27.203,12.48,off_slips
1607130767365.0,-0.1710000000002765,21.662107057303142,523.0719864463721,27.294,12.82,off_slips
1607130767873.0,0.0,22.71879520643988,522.7819864538866,27.383,13.11,off_slips
1607130768380.0,-0.17999999999938154,23.51131131829243,522.593986458758,27.462,13.3,off_slips
1607130768888.0,0.0,23.51131131829243,522.7059864558557,27.544,13.18,off_slips
1607130769395.0,-0.2510000000002037,19.020386684461297,522.8999864508289,27.634,12.99,off_slips
1607130769802.0,-0.1710000000002765,26.68137576570265,523.431986437044,27.804,12.46,off_slips
1607130770310.0,0.0,21.133762982734773,523.7159864296851,27.804,12.17,off_slips
1607130770817.0,-0.17000000000007276,21.662107057303142,525.183986391647,27.974,10.71,off_slips
1607130771336.0,0.0,16.642838348903634,525.6359863799348,28.056,10.25,off_slips
1607130771846.0,-0.17299999999977445,21.133762982734773,526.1079863677046,28.147,9.78,off_slips
1607130772354.0,0.0,21.662107057303142,526.495986357651,28.234,9.39,off_slips
1607130772862.0,-0.1710000000002765,22.71879520643988,526.5579863560444,28.318,9.33,off_slips
1607130773370.0,0.0,24.56799946742917,526.5139863571845,28.318,9.37,off_slips
1607130773877.0,0.0,15.586150199766896,526.089986368171,28.492,9.8,off_slips
1607130774386.0,-0.17299999999977445,24.56799946742917,525.6619863792612,28.492,10.23,off_slips
1607130774893.0,0.0,21.133762982734773,524.6099864065202,28.579,11.28,off_slips
1607130775401.0,-0.17000000000007276,25.62468761656591,524.0299864215489,28.661,11.86,off_slips
1607130775807.0,0.0,19.548730759029663,522.819986452902,28.75,13.07,off_slips
1607130776315.0,-0.1790000000000873,22.71879520643988,521.6019864844621,28.84,14.29,off_slips
1607130776823.0,0.0,22.190451131871512,520.9439865015121,29.011,14.94,off_slips
1607130777332.0,-0.170999999999367,22.71879520643988,520.9339865017711,29.092,14.96,off_slips
1607130777839.0,-0.17300000000068394,24.0396553928608,521.6699864827001,29.184,14.22,off_slips
1607130778346.0,0.0,15.586150199766896,522.3079864661686,29.265,13.58,off_slips
1607130778853.0,-0.16299999999955617,24.0396553928608,524.0019864222744,29.347,11.89,off_slips
1607130779361.0,0.0,22.190451131871512,524.9559863975549,29.428,10.93,off_slips
1607130779871.0,0.0,24.0396553928608,526.6479863537124,29.519,9.24,off_slips
1607130780380.0,-0.1720000000004802,20.605418908166403,527.7199863259351,29.6,8.17,off_slips
1607130780888.0,0.0,22.71879520643988,528.1179863156224,29.682,7.77,off_slips
1607130781400.0,-0.16299999999955617,23.51131131829243,528.5179863052578,29.768,7.37,off_slips
1607130781807.0,0.0,23.51131131829243,528.4219863077452,29.86,7.47,off_slips
1607130782315.0,-0.17699999999967986,25.62468761656591,527.8579863223592,29.942,8.03,off_slips
1607130782823.0,0.0,22.71879520643988,527.4179863337604,29.942,8.47,off_slips
1607130783331.0,-0.17000000000007276,21.662107057303142,524.8759863996277,30.203,11.01,off_slips
1607130783838.0,-0.17399999999997817,26.68137576570265,524.165986418025,30.203,11.72,off_slips
1607130784346.0,0.0,16.642838348903634,522.831986452591,30.374,13.06,off_slips
1607130784854.0,-0.17000000000007276,21.662107057303142,522.2239864683453,30.374,13.67,off_slips
1607130785362.0,0.0,20.605418908166403,521.5679864853432,30.544,14.32,off_slips
1607130785873.0,0.0,23.51131131829243,521.2919864924949,30.544,14.6,off_slips
1607130786382.0,-0.1710000000002765,24.0396553928608,521.1719864956042,30.628,14.72,off_slips
1607130786891.0,0.0,25.09634354199754,521.2159864944641,30.717,14.67,off_slips
1607130787399.0,-0.17199999999957072,20.605418908166403,521.6099864842549,30.798,14.28,off_slips
1607130787811.0,0.0,25.62468761656591,521.8539864779326,30.887,14.04,off_slips
1607130788319.0,-0.2510000000002037,25.09634354199754,522.6319864577732,30.968,13.26,off_slips
1607130788832.0,0.0,25.62468761656591,523.0579864467348,31.054,12.83,off_slips
1607130789339.0,-0.17700000000058935,17.171182423472004,524.0979864197868,31.144,11.79,off_slips
1607130789852.0,0.0,22.190451131871512,524.5239864087486,31.232,11.37,off_slips
1607130790360.0,-0.1679999999996653,23.51131131829243,525.7719863764108,31.313,10.12,off_slips
1607130790871.0,-0.17399999999997817,24.56799946742917,526.5759863555779,31.487,9.31,off_slips
1607130791378.0,0.0,16.114494274335264,526.8039863496701,31.574,9.09,off_slips
1607130791892.0,-0.17299999999977445,25.09634354199754,527.1599863404455,31.66,8.73,off_slips
1607130792400.0,0.0,20.605418908166403,527.2299863386318,31.75,8.66,off_slips
1607130792811.0,-0.181999999999789,25.09634354199754,527.243986338269,31.842,8.64,off_slips
1607130793319.0,0.0,19.548730759029663,527.1459863408083,31.921,8.74,off_slips
1607130793835.0,-0.1680000000005748,23.51131131829243,526.6379863539714,32.01,9.25,off_slips
1607130794343.0,0.0,20.077074833598036,526.2299863645434,32.01,9.66,off_slips
1607130794853.0,0.0,24.0396553928608,525.183986391647,32.182,10.7,off_slips
1607130795361.0,-0.17199999999957072,22.71879520643988,524.6799864047064,32.182,11.21,off_slips
1607130795876.0,0.0,25.62468761656591,523.5979864327426,32.272,12.29,off_slips
1607130796384.0,-0.17000000000007276,16.114494274335264,523.1039864455431,32.352,12.79,off_slips
1607130796895.0,-0.18100000000049477,20.605418908166403,521.9359864758078,32.533,13.95,off_slips
1607130797403.0,0.0,24.0396553928608,521.7279864811973,32.614,14.16,off_slips
1607130797820.0,0.0,16.114494274335264,521.5519864857578,32.695,14.34,off_slips
1607130798327.0,-0.16199999999935244,20.077074833598036,521.6559864830629,32.695,14.23,off_slips
1607130798835.0,-0.17300000000068394,23.51131131829243,522.6919864562185,32.867,13.2,off_slips
1607130799361.0,0.0,23.51131131829243,523.363986438806,32.954,12.52,off_slips
1607130799868.0,-0.16599999999925785,25.62468761656591,524.9239863983838,33.034,10.97,off_slips
1607130800377.0,0.0,24.56799946742917,525.7459863770846,33.133,10.14,off_slips
1607130800882.0,0.0,24.0396553928608,526.7919863499811,33.218,9.1,off_slips
1607130801389.0,-0.18400000000019645,20.605418908166403,527.2619863378026,33.311,8.63,off_slips
1607130801898.0,0.0,25.62468761656591,527.367986335056,33.4,8.52,off_slips
1607130802305.0,-0.181999999999789,16.114494274335264,527.1119863416893,33.483,8.78,off_slips
1607130802813.0,0.0,20.605418908166403,526.8939863473381,33.483,9.0,off_slips
1607130803321.0,-0.18000000000029104,23.51131131829243,526.3019863626778,33.663,9.59,off_slips
1607130803830.0,0.0,22.71879520643988,526.12398636729,33.75,9.77,off_slips
1607130804337.0,-0.1710000000002765,25.62468761656591,525.4599863844953,33.832,10.43,off_slips
1607130804845.0,0.0,23.51131131829243,525.1699863920096,33.921,10.72,off_slips
1607130805353.0,-0.17199999999957072,24.56799946742917,524.6259864061055,34.005,11.26,off_slips
1607130805862.0,0.0,23.51131131829243,524.4219864113916,34.094,11.47,off_slips
1607130806371.0,-0.1720000000004802,24.56799946742917,523.9779864228962,34.175,11.91,off_slips
1607130806881.0,0.0,16.114494274335264,523.8699864256947,34.256,12.02,off_slips
1607130807388.0,-0.16199999999935244,21.662107057303142,523.7439864289596,34.347,12.14,off_slips
1607130807902.0,0.0,20.605418908166403,523.8019864274568,34.432,12.09,off_slips
1607130808309.0,-0.17600000000038563,22.71879520643988,523.8939864250729,34.521,11.99,off_slips
1607130808817.0,0.0,23.51131131829243,524.0379864213415,34.608,11.85,off_slips
1607130809335.0,-0.17600000000038563,22.71879520643988,524.5079864091631,34.701,11.38,off_slips
1607130809842.0,0.0,13.472773901493415,524.7379864032035,34.701,11.15,off_slips
1607130810348.0,-0.17299999999977445,20.605418908166403,525.4439863849099,34.872,10.44,off_slips
1607130810855.0,0.0,26.68137576570265,525.5659863817486,34.953,10.32,off_slips
1607130811367.0,-0.17199999999957072,15.057806125198525,525.7719863764108,35.042,10.12,off_slips
1607130811875.0,-0.1790000000000873,21.133762982734773,525.5699863816451,35.132,10.32,off_slips
1607130812384.0,0.0,20.077074833598036,525.4259863853763,35.203,10.46,off_slips
1607130812890.0,0.0,22.71879520643988,524.8839863994203,35.294,11.0,off_slips
1607130813302.0,-0.16200000000026193,23.51131131829243,524.5659864076603,35.375,11.32,off_slips
1607130813825.0,-0.16299999999955617,13.472773901493415,523.58998643295,35.55,12.3,off_slips
1607130814332.0,0.0,24.56799946742917,523.2999864404643,35.55,12.59,off_slips
1607130814840.0,-0.25900000000001455,21.662107057303142,522.9459864496371,35.717,12.94,off_slips
1607130815349.0,0.0,26.15303169113428,522.8259864527464,35.717,13.06,off_slips
1607130815857.0,0.0,15.586150199766896,522.8679864516582,35.887,13.02,off_slips
1607130816365.0,-0.1710000000002765,20.605418908166403,523.0759864462685,35.968,12.81,off_slips
1607130816890.0,-0.1639999999997599,23.51131131829243,523.6759864307217,36.051,12.21,off_slips
1607130817396.0,0.0,22.190451131871512,523.963986423259,36.14,11.92,off_slips
1607130817802.0,-0.1710000000002765,25.62468761656591,524.7239864035663,36.223,11.16,off_slips
1607130818310.0,0.0,25.09634354199754,525.2359863902994,36.223,10.65,off_slips
1607130818818.0,0.0,21.133762982734773,526.2399863642843,36.403,9.65,off_slips
1607130819325.0,-0.18000000000029104,26.68137576570265,526.6539863535569,36.403,9.23,off_slips
1607130819833.0,0.0,25.62468761656591,527.0219863440213,36.487,8.87,off_slips
1607130820337.0,-0.17799999999988358,24.56799946742917,527.073986342674,36.581,8.81,off_slips
1607130820845.0,0.0,24.56799946742917,527.0099863443323,36.654,8.88,off_slips
1607130821362.0,-0.1499999999996362,20.077074833598036,526.7359863514321,36.816,9.15,off_slips
1607130821870.0,0.0,22.190451131871512,526.1079863677046,36.901,9.78,off_slips
1607130822378.0,-0.17000000000007276,26.15303169113428,525.4199863855316,36.977,10.47,off_slips
1607130822885.0,0.0,18.492042609892927,524.9539863976065,37.056,10.93,off_slips
1607130823393.0,-0.15500000000065484,21.662107057303142,523.2559864416045,37.145,12.63,off_slips
1607130823801.0,-0.16999999999916326,23.51131131829243,522.6459864574105,37.226,13.24,off_slips
1607130824309.0,0.0,22.190451131871512,521.6279864837885,37.302,14.26,off_slips
1607130824816.0,0.0,15.057806125198525,521.1719864956042,37.386,14.72,off_slips
1607130825324.0,-0.16000000000076398,20.605418908166403,520.7719865059688,37.468,15.12,off_slips
1607130825832.0,0.0,20.605418908166403,520.829986504466,37.541,15.06,off_slips
1607130826339.0,-0.15499999999974534,22.190451131871512,521.1439864963297,37.617,14.75,off_slips
1607130826847.0,0.0,24.0396553928608,521.463986488038,37.703,14.42,off_slips
1607130827355.0,-0.16200000000026193,22.190451131871512,522.6419864575142,37.778,13.25,off_slips
1607130827862.0,0.0,13.472773901493415,523.4799864358002,37.857,12.41,off_slips
1607130828370.0,-0.15399999999954161,24.0396553928608,524.9639863973474,37.94,10.93,off_slips
1607130828877.0,0.0,21.662107057303142,525.545986382267,37.94,10.34,off_slips
1607130829384.0,-0.16499999999996362,22.190451131871512,526.5359863566143,38.189,9.35,off_slips
1607130829891.0,-0.23999999999978172,20.077074833598036,526.417986359672,38.262,9.47,off_slips
1607130830298.0,0.0,23.51131131829243,526.0699863686892,38.341,9.82,off_slips
1607130830806.0,0.0,22.190451131871512,525.8039863755818,38.341,10.08,off_slips
1607130831324.0,-0.1540000000004511,25.62468761656591,525.1779863918023,38.503,10.71,off_slips
1607130831833.0,0.0,16.642838348903634,524.8179864011306,38.503,11.07,off_slips
1607130832350.0,-0.17699999999967986,26.15303169113428,524.1919864173511,38.594,11.7,off_slips
1607130832858.0,-0.15200000000004366,24.0396553928608,523.7699864282858,38.746,12.12,off_slips
1607130833368.0,0.0,26.68137576570265,523.5679864335201,38.746,12.32,off_slips
1607130833877.0,0.0,15.057806125198525,523.2559864416045,38.907,12.63,off_slips
1607130834389.0,-0.1610000000000582,22.190451131871512,523.1879864433664,38.907,12.7,off_slips
1607130834796.0,0.0,20.077074833598036,523.1619864440402,38.984,12.73,off_slips
1607130835304.0,-0.15999999999985448,23.51131131829243,523.1419864445584,39.066,12.75,off_slips
1607130835815.0,-0.15900000000056025,23.51131131829243,523.533986434401,39.225,12.36,off_slips
1607130836323.0,0.0,12.151913715072494,523.7139864297369,39.311,12.18,off_slips
1607130836833.0,-0.1610000000000582,24.0396553928608,524.1519864183877,39.387,11.74,off_slips
1607130837342.0,0.0,21.133762982734773,524.3019864145009,39.47,11.59,off_slips
1607130837850.0,-0.15999999999985448,23.51131131829243,523.5719864334163,39.547,12.32,off_slips
1607130838358.0,0.0,14.001117976061783,523.2439864419154,39.589,12.65,off_slips
1607130838866.0,-0.06199999999989814,20.605418908166403,522.7719864541457,39.608,13.12,off_slips
1607130839378.0,0.0,20.077074833598036,522.4919864614009,39.647,13.4,off_slips
1607130839885.0,0.0,22.190451131871512,521.6979864819747,39.686,14.19,off_slips
1607130840392.0,-0.07700000000022555,23.51131131829243,521.7099864816638,39.72,14.18,off_slips
1607130840800.0,0.0,20.605418908166403,521.4539864882971,39.749,14.44,off_slips
1607130841308.0,-0.0639999999993961,13.472773901493415,521.2019864948269,39.749,14.69,off_slips
1607130841816.0,0.0,23.51131131829243,520.4459865144161,39.762,15.44,off_slips
1607130842326.0,-0.012000000000625732,21.662107057303142,519.959986527009,39.762,15.93,off_slips
1607130842834.0,0.0,14.529462050630157,518.47798656541,39.762,17.41,off_slips
1607130843341.0,-0.0009999999992942321,20.077074833598036,518.047986576552,39.762,17.84,off_slips
1607130843849.0,0.0,22.71879520643988,517.9799865783141,39.761,17.91,off_slips
1607130844359.0,0.0,23.51131131829243,518.7299865588803,39.751,17.16,off_slips
1607130844866.0,0.01099999999951251,25.62468761656591,519.2439865455618,39.742,16.64,off_slips
1607130845374.0,0.0,12.944429826925049,520.2699865189765,39.732,15.62,off_slips
1607130845881.0,0.0,24.0396553928608,520.5799865109439,39.732,15.31,off_slips
1607130846389.0,0.020000000000436557,21.133762982734773,521.2659864931685,39.713,14.62,off_slips
1607130846796.0,0.0,26.15303169113428,521.3099864920284,39.713,14.58,off_slips
1607130847303.0,0.018999999999323336,14.529462050630157,520.4359865146752,39.702,15.45,off_slips
1607130847811.0,0.0,19.020386684461297,519.6859865341089,39.692,16.2,off_slips
1607130848322.0,0.020000000000436557,19.548730759029663,517.8639865813198,39.683,18.02,off_slips
1607130848830.0,0.0,22.71879520643988,516.8279866081641,39.674,19.06,off_slips
1607130849337.0,0.028000000000247383,25.62468761656591,512.2839867259064,39.655,23.6,off_slips
1607130849844.0,0.0,25.09634354199754,510.6339867686606,39.655,25.25,off_slips
1607130850352.0,0.018999999999323336,20.605418908166403,507.9899868371708,39.636,27.9,off_slips
1607130850860.0,0.0,25.62468761656591,506.54398687463896,39.636,29.35,off_slips
1607130851370.0,0.021000000000640284,26.68137576570265,501.10198701564974,39.616,34.79,off_slips
1607130851878.0,0.0,14.529462050630157,499.5019870571084,39.606,36.39,off_slips
1607130852387.0,0.018000000000029104,23.51131131829243,496.9359871235976,39.596,38.95,off_slips
1607130852894.0,0.0,19.020386684461297,495.8199871525149,39.596,40.07,off_slips
1607130853301.0,0.019999999999527063,23.51131131829243,494.5819871845934,39.577,41.31,off_slips
1607130853815.0,0.01900000000023283,25.62468761656591,495.0179871732959,39.567,40.87,off_slips
1607130854322.0,0.0,25.62468761656591,495.8159871526185,39.558,40.07,off_slips
1607130854829.0,0.0,19.020386684461297,497.7759871018318,39.547,38.11,off_slips
1607130855337.0,0.019999999999527063,25.62468761656591,498.57798708105065,39.547,37.31,off_slips
1607130855845.0,0.020000000000436557,26.68137576570265,502.369986982794,39.528,33.52,off_slips
1607130856352.0,0.0,14.001117976061783,504.1999869353757,39.52,31.69,off_slips
1607130856860.0,0.007999999999810825,22.190451131871512,507.0899868604912,39.519,28.8,off_slips
1607130857368.0,0.0,19.020386684461297,508.07198683504606,39.519,27.82,off_slips
1607130857875.0,0.0,22.71879520643988,509.8779867882497,39.519,26.01,off_slips
1607130858382.0,0.0010000000002037268,22.190451131871512,510.46998677291,39.519,25.42,off_slips
1607130858894.0,0.0,14.001117976061783,509.2399868047813,39.519,26.65,off_slips
1607130859301.0,0.0,19.548730759029663,507.8659868403838,39.519,28.02,off_slips
1607130859810.0,0.0,20.605418908166403,505.7419868954201,39.519,30.15,off_slips
1607130860317.0,0.0,24.0396553928608,504.5339869267212,39.519,31.35,off_slips
1607130860836.0,0.0,18.492042609892927,501.2439870119704,39.519,34.64,off_slips
1607130861346.0,0.0,15.057806125198525,499.1499870662292,39.519,36.74,off_slips
1607130861855.0,0.0,19.020386684461297,495.6499871569198,39.519,40.24,off_slips
1607130862000.0,0.0,21.265849001376864,494.31798719143404,39.519,41.57,off_slips
1607130862362.0,0.0,23.51131131829243,492.9859872259483,39.519,42.9,off_slips
1607130862881.0,0.0,24.56799946742917,490.61598728735873,39.519,45.27,off_slips
1607130863389.0,0.0,26.15303169113428,489.8959873060152,39.519,45.99,off_slips
1607130863796.0,0.0,14.001117976061783,489.71798731062745,39.519,46.17,off_slips
1607130864306.0,0.0,22.190451131871512,491.6359872609289,39.519,44.25,off_slips
1607130864814.0,0.0,22.190451131871512,492.67198723408455,39.519,43.22,off_slips
1607130865321.0,0.0,21.133762982734773,494.8639871772863,39.519,41.02,off_slips
1607130865828.0,0.0,14.001117976061783,496.29398714023273,39.518,39.59,off_slips
1607130866338.0,0.0,20.077074833598036,501.7279869994292,39.518,34.16,off_slips
1607130866846.0,0.0,23.51131131829243,503.1999869612873,39.518,32.69,off_slips
1607130867356.0,0.0,23.51131131829243,505.729986895731,39.518,30.16,off_slips
1607130867865.0,0.0,26.15303169113428,506.8999868654144,39.518,28.99,off_slips
1607130868375.0,0.0,12.151913715072494,508.4739868246296,39.518,27.41,off_slips
1607130868883.0,0.0039999999999054126,25.09634354199754,507.6859868450479,39.514,28.2,off_slips
1607130869392.0,0.0,25.62468761656591,505.1019869120035,39.508,30.79,off_slips
1607130869799.0,0.0,24.0396553928608,503.6079869507153,39.502,32.28,off_slips
1607130870314.0,0.012999999999919964,18.492042609892927,499.4659870580412,39.494,36.42,off_slips
1607130870822.0,0.0,15.057806125198525,495.9059871502865,39.494,39.98,off_slips
1607130871330.0,0.015000000000327418,2.113376298273477,484.5479874445903,39.478,51.34,off_slips
1607130871838.0,0.0,0.5283440745683693,476.7419876468563,39.478,59.15,off_slips
1607130872347.0,0.01599999999962165,0.0,457.1819881536869,39.464,78.71,off_slips
1607130872854.0,0.0,0.0,445.2759884621903,39.464,90.61,off_slips
1607130873376.0,0.012999999999919964,0.0,419.07198914117765,39.457,116.82,off_slips
1607130873818.0,0.0,0.0,384.9219900260585,39.431,150.97,off_slips
1607130874326.0,0.02599999999983993,0.0,338.08199123975743,39.414,197.81,off_slips
1607130874834.0,0.035000000000763976,0.0,284.7419926218817,39.396,251.15,off_slips
1607130875342.0,0.0,0.0,232.92399396456852,39.378,302.97,off_slips
1607130875850.0,0.03799999999955617,0.0,190.5599950622872,39.357,345.33,off_slips
1607130876358.0,0.0,0.0,173.92599549330058,39.337,361.96,off_slips
1607130876865.0,0.03899999999975989,0.0,149.44799612756452,39.318,386.44,off_slips
1607130877374.0,0.0,0.0,139.82999637678222,39.299,396.06,off_slips
1607130877882.0,0.03800000000046566,0.0,125.6299967447268,39.281,410.26,off_slips
1607130878389.0,0.0,0.0,120.54199687656498,39.259,415.35,off_slips
1607130878796.0,0.0,0.0,112.1119970949997,39.244,423.78,off_slips
1607130879304.0,0.0,0.0,108.88999717848684,39.243,427.0,off_slips
1607130879810.0,0.0,0.0,103.7179973125016,39.243,432.17,off_slips
1607130880000.0,0.0,0.0,102.67099733963103,39.243,433.22,on_slips
